item_pk,lemma,correct_answer,pos,topic_tag,bin_name,freq_rank,active_value,source_family,priority_score,suggested_wave,operator_hint,priority_reasons,choice_count,choices_preview
2405,seda,шелк,noun,build:pilot_ptpt_001_enriched_qc,10K,8958,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,треугольник || прерия || подводная лодка || балкон || шелк || сена
2420,sena,сена,noun,build:pilot_ptpt_001_enriched_qc,10K,8959,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,подводная лодка || прерия || сена || балкон || треугольник || шелк
1023,balança,весы,noun,build:pilot_ptpt_001_enriched_qc,10K,9006,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,балкон || треугольник || сена || подводная лодка || весы || корзина
2307,raposa,лиса,noun,build:pilot_ptpt_001_enriched_qc,10K,9096,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,социализм || лиса || животноводство || луций || землетрясение || солома
1191,cheque,чек,noun,build:pilot_ptpt_001_enriched_qc,20K,10149,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,тоннель || пророк || чек || социология || мороженое || муравей
1547,fada,фея,noun,build:pilot_ptpt_001_enriched_qc,20K,10188,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,социология || мороженое || пророк || фея || тоннель || трава
1797,jade,жад,noun,build:pilot_ptpt_001_enriched_qc,20K,10913,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,акр || жад || композитор || граф || грамота || крыло
1948,meme,мем,noun,build:pilot_ptpt_001_enriched_qc,20K,10929,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,акр || композитор || крыло || грамота || мем || граф
1059,bigode,усы,noun,build:pilot_ptpt_001_enriched_qc,20K,11217,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,кома || биоразнообразие || вероятность || кабан || клюв || усы
1099,cabra,коза,noun,build:pilot_ptpt_001_enriched_qc,20K,11222,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,клюв || биоразнообразие || вероятность || кома || кабан || коза
2432,serpente,змея,noun,build:pilot_ptpt_001_enriched_qc,20K,11346,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,сосна || сопровождение || беспорядок || перепись || жертвоприношение || змея
1361,demolição,снос,noun,build:pilot_ptpt_001_enriched_qc,20K,11431,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,пауза || снос || сосна || жертвоприношение || евреи || иерусалим
1904,mali,мали,noun,build:pilot_ptpt_001_enriched_qc,20K,11494,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,заложник || непал || мали || директория || мученик || выдвижной ящик
3230,democrático,демократический,adjective,build:pilot_ptpt_003_kaikki_adjadv,5K,3891,1,kaikki,50,wave_c_tail,review_pack,kaikki|bin:5K|freq<=5k,6,демократический || целый || дешёвый || левый || глубокий || отрицательный
2565,transparência,прозрачность,noun,build:pilot_ptpt_001_enriched_qc,10K,5048,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,снаряжение || экзамен || долг || прозрачность || экспансия || пёс
1552,fantasma,привидения,noun,build:pilot_ptpt_001_enriched_qc:deactivated_semantic_suspect_20260311_133552,10K,5197,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,нос || оккупация || разрешение || легенда || взрыв || привидения
1730,imigração,иммиграция,noun,build:pilot_ptpt_001_enriched_qc,10K,5208,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,иммиграция || песок || конь || рис || глава || напряжение
2168,piano,фортепиано,noun,build:pilot_ptpt_001_enriched_qc,10K,5333,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,масло || фортепиано || талант || озеро || кузина || риф
2561,traição,предательство,noun,build:pilot_ptpt_001_enriched_qc,10K,5364,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,предательство || масло || кузина || озеро || риф || талант
2652,virtude,добродетель,noun,build:pilot_ptpt_001_enriched_qc,10K,5370,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,гора || добродетель || архитектура || топор || шея || круиз
961,aquisição,приобретение,noun,build:pilot_ptpt_001_enriched_qc,10K,5381,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,шея || архитектура || круиз || приобретение || гора || топор
2387,sacrifício,жертвоприношение,noun,build:pilot_ptpt_001_enriched_qc,10K,5791,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,сахар || меланж || шоколад || враг || торт || жертвоприношение
873,acompanhamento,сопровождение,noun,build:pilot_ptpt_001_enriched_qc,10K,5808,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,актёр || сопровождение || ресторан || бассейн || раса || страдание
1459,engano,недоразумение,noun,build:pilot_ptpt_001_enriched_qc,10K,5845,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,раса || актёр || страдание || ресторан || недоразумение || бассейн
2460,sociologia,социология,noun,build:pilot_ptpt_001_enriched_qc,10K,6709,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,спорт || гид || социология || стена || чтение || декрет
2196,pontuação,препинание,noun,build:pilot_ptpt_001_enriched_qc:deactivated_semantic_suspect_20260311_133552,10K,7066,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,оркестр || ботинок || препинание || девиз || могила || ухо
2139,pecuária,животноводство,noun,build:pilot_ptpt_001_enriched_qc,10K,9086,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,животноводство || лиса || луций || социализм || солома || насекомое
1401,distinguir,дифференцировать,verb,build:pilot_ptpt_001_enriched_qc,10K,9178,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,сиять || торопить || настаивать || дифференцировать || удовлетворить || предать
1488,escultura,скульптура,noun,build:pilot_ptpt_001_enriched_qc,20K,10704,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,зов || печень || скульптура || вол || угол || кусок
