item_pk,lemma,correct_answer,pos,topic_tag,bin_name,freq_rank,active_value,source_family,priority_score,suggested_wave,operator_hint,priority_reasons,choice_count,choices_preview
965,are,ар,noun,build:pilot_ptpt_001_enriched_qc:deactivated_final_bad_short_20260311_133030,5K,4038,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,ученик || автономия || вахта || отделение милиции || кандидатура || ар
1493,espada,меч,noun,build:pilot_ptpt_001_enriched_qc,5K,4230,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,доза || гимн || фактор || метр || меч || достоинство
2473,sopa,суп,noun,build:pilot_ptpt_001_enriched_qc,5K,4351,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,бедность || месть || процедура || венедикт || суп || невеста
1341,dama,дама,noun,build:pilot_ptpt_001_enriched_qc,5K,4460,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,дама || кислота || книга судей израилевых || паук || дыра || буря
1620,furacão,буря,noun,build:pilot_ptpt_001_enriched_qc,5K,4481,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,книга судей израилевых || протокол || штраф || окунь || буря || дама
1616,fumaça,дым,noun,build:pilot_ptpt_001_enriched_qc,5K,4818,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,дым || сок || вифлеем || семинар || инновация || oтопление
2478,suco,сок,noun,build:pilot_ptpt_001_enriched_qc,5K,4860,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,достопримечательность || сербия || семинар || сок || инновация || слой
1543,faca,нож,noun,build:pilot_ptpt_001_enriched_qc,5K,4903,1,enriched_qc,100,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|short_correct|noun_short_answer|freq<=5k,6,воин || бутылка || слой || нож || доктрина || беременность
996,atração,достопримечательность,noun,build:pilot_ptpt_001_enriched_qc,5K,4879,1,enriched_qc,65,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|freq<=5k,6,сербия || достопримечательность || семинар || доктрина || слой || сок
1663,gravidez,беременность,noun,build:pilot_ptpt_001_enriched_qc,5K,4916,1,enriched_qc,65,wave_b_enriched_hot,review_pack,enriched_qc|bin:5K|freq<=5k,6,доктрина || профит || бутылка || беременность || нож || воин
542,inferno,ад,noun,build:pilot_ptpt_001_pilot_safe,5K,2015,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,декрет || ад || градус || гид || спорт || стена
622,gelo,лёд,noun,build:pilot_ptpt_001_pilot_safe,5K,2325,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,песнь || рассказ || рыба || лёд || предупреждение || певец
624,peixe,рыба,noun,build:pilot_ptpt_001_pilot_safe,5K,2341,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,копьё || предупреждение || рыба || певец || рассказ || песнь
640,tia,тётя,noun,build:pilot_ptpt_001_pilot_safe,5K,2401,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,корабль || определение || тётя || ученик || цвет || классифицирование
698,chá,чай,noun,build:pilot_ptpt_001_pilot_safe,5K,2711,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,специалист || рыбы || пожар || чай || лечение || зал
707,salão,зал,noun,build:pilot_ptpt_001_pilot_safe,5K,2751,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,лечение || стул || замок || зал || трудность || палец
724,mel,мёд,noun,build:pilot_ptpt_001_pilot_safe,5K,2843,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,анонс || архитектура || цыплёнок || мёд || призёр || подросток
741,pescoço,шея,noun,build:pilot_ptpt_001_pilot_safe,5K,2900,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,шея || кузина || сон || напряжение || риф || талант
743,recife,риф,noun,build:pilot_ptpt_001_pilot_safe,5K,2907,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,напряжение || масло || сон || риф || озеро || талант
744,sono,сон,noun,build:pilot_ptpt_001_pilot_safe,5K,2910,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,напряжение || озеро || талант || масло || сон || вид
763,nariz,нос,noun,build:pilot_ptpt_001_pilot_safe,5K,3028,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,рейс || скала || разрешение || ангел || нос || серебро
781,queijo,сыр,noun,build:pilot_ptpt_001_pilot_safe,5K,3102,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,vásko || гипотеза || сыр || напитки || приключение || темп
825,paraíso,рай,noun,build:pilot_ptpt_001_pilot_safe,5K,3350,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,читатель || сосед || рай || равновесие || соглашение || велосипед
837,hugo,хью,noun,build:pilot_ptpt_001_pilot_safe,5K,3408,1,pilot_safe,115,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|short_correct|noun_short_answer|freq<=5k,6,зеркало || урок || хью || посольство || пасьянс || стачка
571,consumo,потребление,noun,build:pilot_ptpt_001_pilot_safe,5K,2134,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,горизонт || вино || камера || aaa || доход || потребление
657,intervenção,вмешательство,noun,build:pilot_ptpt_001_pilot_safe,5K,2482,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,шутка || староста || внук || вмешательство || бассейн || трактат
720,exercício,упражнение,noun,build:pilot_ptpt_001_pilot_safe,5K,2836,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,анонс || упражнение || мёд || подросток || призёр || цыплёнок
729,arquitetura,архитектура,noun,build:pilot_ptpt_001_pilot_safe,5K,2861,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,шея || архитектура || топор || гора || кузина || круиз
746,tensão,напряжение,noun,build:pilot_ptpt_001_pilot_safe,5K,2913,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,песок || вид || озеро || напряжение || рис || масло
758,concentração,напряжение,noun,build:pilot_ptpt_001_pilot_safe,5K,2997,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,напряжение || разрешение || легенда || нос || оккупация || серебро
765,permissão,разрешение,noun,build:pilot_ptpt_001_pilot_safe,5K,3034,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,ангел || пёс || разрешение || скала || рейс || критик
774,equipamento,снаряжение,noun,build:pilot_ptpt_001_pilot_safe,5K,3072,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,снаряжение || критик || экспансия || долг || экзамен || пёс
798,cooperação,сотрудничество,noun,build:pilot_ptpt_001_pilot_safe,5K,3194,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,весна || стакан || араб || вильгельм || сотрудничество || соль
821,equilíbrio,равновесие,noun,build:pilot_ptpt_001_pilot_safe,5K,3326,1,pilot_safe,80,wave_b_pilot_safe_rest,review_pack,pilot_safe|bin:5K|freq<=5k,6,читатель || кролик || соглашение || рай || календарь || равновесие
3146,errado,неправильный,adjective,build:pilot_ptpt_003_kaikki_adjadv,1K,697,1,kaikki,85,wave_c_tail,review_pack,kaikki|hot_bin:1K|freq<=1k,6,хуже || исконный || простой || неправильный || зелёный || белый
1364,dente,зуб,noun,build:pilot_ptpt_001_enriched_qc,10K,5404,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,круиз || зуб || топор || архитектура || гора || шея
1058,bico,клюв,noun,build:pilot_ptpt_001_enriched_qc,10K,5914,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,шутка || вмешательство || клюв || староста || трактат || внук
1564,ferida,рана,noun,build:pilot_ptpt_001_enriched_qc,10K,6064,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,певец || рана || песнь || рассказ || предупреждение || копьё
953,apelo,зов,noun,build:pilot_ptpt_001_enriched_qc,10K,6263,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,самолёт || дерево || зима || зов || кот || полковник
1068,boi,вол,noun,build:pilot_ptpt_001_enriched_qc,10K,6270,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,зима || кот || полковник || дерево || самолёт || вол
2623,veneno,яд,noun,build:pilot_ptpt_001_enriched_qc:deactivated_final_bad_short_20260311_133030,10K,6486,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,стипендия || рубашка || конфликт || потребление || флаг || яд
1187,chat,чат,noun,build:pilot_ptpt_001_enriched_qc,10K,6996,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,чат || переводчик || баланс || щит || майка || машина
2085,orelha,ухо,noun,build:pilot_ptpt_001_enriched_qc,10K,7058,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,щит || ботинок || оркестр || препинание || ухо || девиз
1430,eco,эхо,noun,build:pilot_ptpt_001_enriched_qc,10K,7146,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,отделение || лифт || ген || эхо || дельта || герцог
1646,gene,ген,noun,build:pilot_ptpt_001_enriched_qc,10K,7160,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,макао || эхо || ген || лифт || герцог || отделение
2285,quadrilha,рил,noun,build:pilot_ptpt_001_enriched_qc,10K,7566,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,важность || болгария || юго-запад || рил || пизда || малайзия
1199,chuveiro,душ,noun,build:pilot_ptpt_001_enriched_qc,10K,8018,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,карабканье || ирис || душ || телец || фильтр || спектр
1220,clã,клан,noun,build:pilot_ptpt_001_enriched_qc,10K,8588,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,ствол || бабочка || верность || сложение || христианство || клан
2405,seda,шелк,noun,build:pilot_ptpt_001_enriched_qc,10K,8958,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,треугольник || прерия || подводная лодка || балкон || шелк || сена
2420,sena,сена,noun,build:pilot_ptpt_001_enriched_qc,10K,8959,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,подводная лодка || прерия || сена || балкон || треугольник || шелк
1023,balança,весы,noun,build:pilot_ptpt_001_enriched_qc,10K,9006,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,балкон || треугольник || сена || подводная лодка || весы || корзина
2307,raposa,лиса,noun,build:pilot_ptpt_001_enriched_qc,10K,9096,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,социализм || лиса || животноводство || луций || землетрясение || солома
1191,cheque,чек,noun,build:pilot_ptpt_001_enriched_qc,20K,10149,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,тоннель || пророк || чек || социология || мороженое || муравей
1547,fada,фея,noun,build:pilot_ptpt_001_enriched_qc,20K,10188,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,социология || мороженое || пророк || фея || тоннель || трава
1797,jade,жад,noun,build:pilot_ptpt_001_enriched_qc,20K,10913,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,акр || жад || композитор || граф || грамота || крыло
1948,meme,мем,noun,build:pilot_ptpt_001_enriched_qc,20K,10929,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,акр || композитор || крыло || грамота || мем || граф
1059,bigode,усы,noun,build:pilot_ptpt_001_enriched_qc,20K,11217,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,кома || биоразнообразие || вероятность || кабан || клюв || усы
1099,cabra,коза,noun,build:pilot_ptpt_001_enriched_qc,20K,11222,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,клюв || биоразнообразие || вероятность || кома || кабан || коза
2432,serpente,змея,noun,build:pilot_ptpt_001_enriched_qc,20K,11346,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,сосна || сопровождение || беспорядок || перепись || жертвоприношение || змея
1361,demolição,снос,noun,build:pilot_ptpt_001_enriched_qc,20K,11431,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,пауза || снос || сосна || жертвоприношение || евреи || иерусалим
1904,mali,мали,noun,build:pilot_ptpt_001_enriched_qc,20K,11494,1,enriched_qc,70,wave_c_tail,review_pack,enriched_qc|short_correct|noun_short_answer,6,заложник || непал || мали || директория || мученик || выдвижной ящик
3230,democrático,демократический,adjective,build:pilot_ptpt_003_kaikki_adjadv,5K,3891,1,kaikki,50,wave_c_tail,review_pack,kaikki|bin:5K|freq<=5k,6,демократический || целый || дешёвый || левый || глубокий || отрицательный
2565,transparência,прозрачность,noun,build:pilot_ptpt_001_enriched_qc,10K,5048,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,снаряжение || экзамен || долг || прозрачность || экспансия || пёс
1552,fantasma,привидения,noun,build:pilot_ptpt_001_enriched_qc:deactivated_semantic_suspect_20260311_133552,10K,5197,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,нос || оккупация || разрешение || легенда || взрыв || привидения
1730,imigração,иммиграция,noun,build:pilot_ptpt_001_enriched_qc,10K,5208,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,иммиграция || песок || конь || рис || глава || напряжение
2168,piano,фортепиано,noun,build:pilot_ptpt_001_enriched_qc,10K,5333,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,масло || фортепиано || талант || озеро || кузина || риф
2561,traição,предательство,noun,build:pilot_ptpt_001_enriched_qc,10K,5364,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,предательство || масло || кузина || озеро || риф || талант
2652,virtude,добродетель,noun,build:pilot_ptpt_001_enriched_qc,10K,5370,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,гора || добродетель || архитектура || топор || шея || круиз
961,aquisição,приобретение,noun,build:pilot_ptpt_001_enriched_qc,10K,5381,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,шея || архитектура || круиз || приобретение || гора || топор
2387,sacrifício,жертвоприношение,noun,build:pilot_ptpt_001_enriched_qc,10K,5791,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,сахар || меланж || шоколад || враг || торт || жертвоприношение
873,acompanhamento,сопровождение,noun,build:pilot_ptpt_001_enriched_qc,10K,5808,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,актёр || сопровождение || ресторан || бассейн || раса || страдание
1459,engano,недоразумение,noun,build:pilot_ptpt_001_enriched_qc,10K,5845,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,раса || актёр || страдание || ресторан || недоразумение || бассейн
2460,sociologia,социология,noun,build:pilot_ptpt_001_enriched_qc,10K,6709,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,спорт || гид || социология || стена || чтение || декрет
2196,pontuação,препинание,noun,build:pilot_ptpt_001_enriched_qc:deactivated_semantic_suspect_20260311_133552,10K,7066,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,оркестр || ботинок || препинание || девиз || могила || ухо
2139,pecuária,животноводство,noun,build:pilot_ptpt_001_enriched_qc,10K,9086,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,животноводство || лиса || луций || социализм || солома || насекомое
1401,distinguir,дифференцировать,verb,build:pilot_ptpt_001_enriched_qc,10K,9178,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,сиять || торопить || настаивать || дифференцировать || удовлетворить || предать
1488,escultura,скульптура,noun,build:pilot_ptpt_001_enriched_qc,20K,10704,1,enriched_qc,35,wave_c_tail,review_pack,enriched_qc,6,зов || печень || скульптура || вол || угол || кусок
