id,item_id,choice_text,is_correct
400315,81,"правительство",0
400316,81,"отец",0
400317,81,"музыка",0
400318,81,"мужчина",0
400319,81,"сделка",0
400320,81,"игра",1
430549,82,"дочь",0
430550,82,"содержание",0
430551,82,"вопрос",0
430552,82,"уровень",0
430553,82,"уважение",0
430554,82,"правительство",1
400333,83,"правительство",0
400334,83,"мужчина",0
400335,83,"музыка",0
400336,83,"номер",0
400337,83,"вода",0
400338,83,"отец",1
430561,84,"кровать",0
430562,84,"ничто",0
430563,84,"защита",0
430564,84,"мужчина",1
430565,84,"радий",0
430566,84,"помощь",0
430567,85,"голос",0
430568,85,"воскресенье",0
430569,85,"макет",0
430570,85,"народ",0
430571,85,"музыка",1
430572,85,"министерство",0
430573,86,"уважение",0
430574,86,"защита",0
430575,86,"испытание",0
430576,86,"вода",1
430577,86,"пламя",0
430578,86,"партия",0
430579,87,"вода",0
430580,87,"номер",1
430581,87,"страна",0
430582,87,"бубны",0
430583,87,"соль",0
430584,87,"правительство",0
430585,88,"взгляд",0
430586,88,"деньги",1
430587,88,"фильм",0
430588,88,"сообщение",0
430589,88,"смерть",0
430590,88,"ответ",0
373057,89,"капитал",0
373058,89,"система",1
373059,89,"телевизор",0
373060,89,"плоскость",0
373061,89,"проблема",0
373062,89,"решение",0
400375,90,"деньги",0
400376,90,"смерть",0
400377,90,"любовь",1
400378,90,"школа",0
400379,90,"юг",0
400380,90,"проект",0
430591,91,"содержание",0
430592,91,"волосы",0
430593,91,"школа",1
430594,91,"статья",0
430595,91,"манера",0
430596,91,"земля",0
430597,92,"врач",0
430598,92,"след",0
430599,92,"правительство",0
430600,92,"народ",0
430601,92,"сестра",0
430602,92,"смерть",1
400399,95,"закон",0
400400,95,"война",0
400401,95,"юг",1
400402,95,"зло",0
400403,95,"площадь",0
400404,95,"проект",0
430603,96,"страна",0
430604,96,"язык",0
430605,96,"сестра",0
430606,96,"народ",0
430607,96,"площадь",1
430608,96,"ночь",0
430609,97,"закон",1
430610,97,"переезд",0
430611,97,"правительство",0
430612,97,"вопрос",0
430613,97,"соль",0
430614,97,"голова",0
430615,99,"драка",0
430616,99,"война",1
430617,99,"итог",0
430618,99,"разум",0
430619,99,"уважение",0
430620,99,"союз",0
430621,100,"фильм",1
430622,100,"труд",0
430623,100,"будущее",0
430624,100,"бубны",0
430625,100,"земля",0
430626,100,"пламя",0
430639,102,"разум",0
430640,102,"огонь",0
430641,102,"земля",1
430642,102,"народ",0
430643,102,"бизнес",0
430644,102,"врач",0
400465,103,"земля",0
400466,103,"иск",0
400467,103,"услуга",1
400468,103,"население",0
400469,103,"мент",0
400470,103,"помощь",0
400489,105,"оставаться",0
400490,105,"найти",0
400491,105,"слушать",0
400492,105,"использовать",1
400493,105,"помочь",0
400494,105,"начать",0
430645,106,"деньги",0
430646,106,"мать",0
430647,106,"путешествие",0
430648,106,"помощь",1
430649,106,"присутствие",0
430650,106,"искусство",0
430651,107,"соль",0
430652,107,"голова",1
430653,107,"преступление",0
430654,107,"вопрос",0
430655,107,"идея",0
430656,107,"война",0
430657,108,"квартал",0
430658,108,"площадь",0
430659,108,"тело",1
430660,108,"бизнес",0
430661,108,"река",0
430662,108,"семья",0
430663,109,"министерство",0
430664,109,"номер",0
430665,109,"квартал",0
430666,109,"книга",1
430667,109,"дочь",0
430668,109,"воскресенье",0
400525,111,"использовать",0
400526,111,"найти",0
400527,111,"слушать",0
400528,111,"жить",0
400529,111,"помочь",1
400530,111,"начать",0
430669,112,"поле",0
430670,112,"смерть",0
430671,112,"страна",0
430672,112,"друг",1
430673,112,"будущее",0
430674,112,"соль",0
430675,113,"тело",0
430676,113,"бизнес",0
430677,113,"бубны",0
430678,113,"разум",0
430679,113,"вечеринка",0
430680,113,"север",1
430681,114,"бубны",0
430682,114,"сеть",1
430683,114,"партия",0
430684,114,"голова",0
430685,114,"брат",0
430686,114,"фильм",0
373213,115,"воспитание",0
373214,115,"университет",1
373215,115,"республика",0
373216,115,"вечеринка",0
373217,115,"присутствие",0
373218,115,"организация",0
430693,116,"переезд",0
430694,116,"образ",1
430695,116,"дочь",0
430696,116,"улица",0
430697,116,"бизнес",0
430698,116,"преступление",0
430699,117,"министерство",0
430700,117,"побережье",0
430701,117,"соль",0
430702,117,"драка",0
430703,117,"бизнес",1
430704,117,"артикль",0
430705,118,"улица",1
430706,118,"площадь",0
430707,118,"закон",0
430708,118,"заказ",0
430709,118,"текст",0
430710,118,"драка",0
430711,119,"страна",0
430712,119,"утро",1
430713,119,"ничто",0
430714,119,"дверь",0
430715,119,"бубны",0
430716,119,"вопрос",0
430717,120,"заказ",0
430718,120,"народ",1
430719,120,"переезд",0
430720,120,"союз",0
430721,120,"эпоха",0
430722,120,"побережье",0
430729,122,"эпоха",0
430730,122,"воля",0
430731,122,"базар",0
430732,122,"заказ",0
430733,122,"месяц",1
430734,122,"министерство",0
400639,123,"производство",0
400640,123,"поле",0
400641,123,"общество",0
400642,123,"воспитание",0
400643,123,"рука",1
400644,123,"бумага",0
430735,124,"банк",0
430736,124,"бумага",1
430737,124,"пламя",0
430738,124,"разум",0
430739,124,"переезд",0
430740,124,"базар",0
400651,125,"воспитание",0
400652,125,"мир",1
400653,125,"общество",0
400654,125,"перо",0
400655,125,"поле",0
400656,125,"господин",0
400675,126,"найти",1
400676,126,"начать",0
400677,126,"слушать",0
400678,126,"пить",0
400679,126,"следовать",0
400680,126,"жить",0
400693,128,"надёжность",0
400694,128,"поле",0
400695,128,"случай",0
400696,128,"общество",1
400697,128,"господин",0
400698,128,"перо",0
430759,129,"поле",1
430760,129,"месяц",0
430761,129,"труд",0
430762,129,"эпоха",0
430763,129,"номер",0
430764,129,"дверь",0
400723,130,"язык",0
400724,130,"господин",1
400725,130,"дочь",0
400726,130,"обряд",0
400727,130,"идея",0
400728,130,"случай",0
430765,131,"видеть",0
430766,131,"спать",0
430767,131,"начать",1
430768,131,"жить",0
430769,131,"слушать",0
430770,131,"понять",0
430771,132,"дочь",1
430772,132,"бумага",0
430773,132,"присутствие",0
430774,132,"драка",0
430775,132,"след",0
430776,132,"статья",0
430777,133,"понять",0
430778,133,"слушать",1
430779,133,"читать",0
430780,133,"спать",0
430781,133,"следовать",0
430782,133,"жить",0
430789,134,"сообщение",0
430790,134,"вопрос",0
430791,134,"мужчина",0
430792,134,"заказ",0
430793,134,"победа",0
430794,134,"идея",1
430819,135,"курс",0
430820,135,"язык",1
430821,135,"мужчина",0
430822,135,"масса",0
430823,135,"статья",0
430824,135,"помощь",0
430825,138,"радий",0
430826,138,"путешествие",0
430827,138,"кофе",0
430828,138,"переезд",0
430829,138,"король",0
430830,138,"путь",1
430831,140,"партия",0
430832,140,"война",0
430833,140,"жизнь",0
430834,140,"вечеринка",1
430835,140,"сеть",0
430836,140,"вопрос",0
430837,141,"муниципалитет",0
430838,141,"защита",0
430839,141,"семья",0
430840,141,"бумага",0
430841,141,"уровень",1
430842,141,"испытание",0
430843,142,"школа",0
430844,142,"ночь",0
430845,142,"вопрос",1
430846,142,"суббота",0
430847,142,"пламя",0
430848,142,"фильм",0
430849,143,"труд",0
430850,143,"книга",0
430851,143,"сделка",0
430852,143,"деньги",0
430853,143,"уважение",1
430854,143,"квартал",0
373381,144,"вопрос",0
373382,144,"проект",0
373383,144,"информация",1
373384,144,"кровать",0
373385,144,"команда",0
373386,144,"качество",0
430855,145,"фильм",0
430856,145,"жизнь",0
430857,145,"деньги",0
430858,145,"итог",0
430859,145,"взгляд",0
430860,145,"брат",1
430861,146,"огонь",0
430862,146,"вечеринка",0
430863,146,"страна",0
430864,146,"народ",0
430865,146,"партия",1
430866,146,"успех",0
430867,147,"ответ",0
430868,147,"школа",0
430869,147,"успех",1
430870,147,"путешествие",0
430871,147,"война",0
430872,147,"огонь",0
430873,149,"понять",0
430874,149,"видеть",0
430875,149,"есть",0
430876,149,"чувствовать",0
430877,149,"жить",1
430878,149,"начать",0
400879,150,"акция",0
400880,150,"капитал",1
400881,150,"учитель",0
400882,150,"ребёнок",0
400883,150,"заказ",0
400884,150,"картина",0
400891,151,"учитель",1
400892,151,"заказ",0
400893,151,"ребёнок",0
400894,151,"голос",0
400895,151,"устроение",0
400896,151,"картина",0
430879,152,"жить",0
430880,152,"начать",0
430881,152,"следовать",1
430882,152,"видеть",0
430883,152,"понять",0
430884,152,"чувствовать",0
400903,153,"картина",0
400904,153,"акция",1
400905,153,"заказ",0
400906,153,"устроение",0
400907,153,"голос",0
400908,153,"будущее",0
430885,154,"брат",0
430886,154,"разрешение",0
430887,154,"вечеринка",0
430888,154,"река",0
430889,154,"голос",0
430890,154,"ребёнок",1
430891,155,"вопрос",0
430892,155,"бизнес",0
430893,155,"фильм",0
430894,155,"успех",0
430895,155,"соль",0
430896,155,"картина",1
430897,157,"дочь",0
430898,157,"взгляд",0
430899,157,"ничто",0
430900,157,"переезд",0
430901,157,"война",0
430902,157,"заказ",1
400933,158,"следовать",0
400934,158,"читать",0
400935,158,"пить",1
400936,158,"остановить",0
400937,158,"стараться",0
400938,158,"покупать",0
430903,159,"уважение",0
430904,159,"север",0
430905,159,"союз",0
430906,159,"голос",1
430907,159,"преступление",0
430908,159,"вопрос",0
430909,162,"друг",0
430910,162,"текст",0
430911,162,"река",0
430912,162,"защита",0
430913,162,"будущее",1
430914,162,"заказ",0
404485,163,"виза",1
404486,163,"игра",0
404487,163,"правительство",0
404488,163,"отец",0
404489,163,"мужчина",0
404490,163,"музыка",0
430915,164,"образ",0
430916,164,"путь",0
430917,164,"огонь",0
430918,164,"манера",1
430919,164,"разрешение",0
430920,164,"утро",0
430921,165,"путь",0
430922,165,"курс",0
430923,165,"труд",0
430924,165,"итог",1
430925,165,"народ",0
430926,165,"кофе",0
400981,167,"стараться",0
400982,167,"знать",0
400983,167,"чувствовать",0
400984,167,"покупать",1
400985,167,"читать",0
400986,167,"остановить",0
430927,168,"знать",0
430928,168,"следовать",0
430929,168,"читать",1
430930,168,"чувствовать",0
430931,168,"понять",0
430932,168,"видеть",0
430933,169,"идея",0
430934,169,"вопрос",0
430935,169,"драка",1
430936,169,"друг",0
430937,169,"месяц",0
430938,169,"разум",0
430939,170,"кровать",0
430940,170,"заказ",0
430941,170,"сообщение",1
430942,170,"артикль",0
430943,170,"итог",0
430944,170,"присутствие",0
373525,171,"решение",0
373526,171,"организация",1
373527,171,"команда",0
373528,171,"мужчина",0
373529,171,"направление",0
373530,171,"министерство",0
401005,172,"словo",1
401006,172,"текст",0
401007,172,"технология",0
401008,172,"пол",0
401009,172,"искусство",0
401010,172,"эпоха",0
401011,173,"остановить",1
401012,173,"стараться",0
401013,173,"знать",0
401014,173,"читать",0
401015,173,"показать",0
401016,173,"чувствовать",0
430945,174,"воля",0
430946,174,"вопрос",1
430947,174,"поле",0
430948,174,"текст",0
430949,174,"утро",0
430950,174,"уровень",0
401023,175,"есть",0
401024,175,"стараться",1
401025,175,"показать",0
401026,175,"знать",0
401027,175,"понять",0
401028,175,"чувствовать",0
401035,178,"воля",0
401036,178,"искусство",0
401037,178,"защита",0
401038,178,"испытание",0
401039,178,"пол",1
401040,178,"эпоха",0
401041,179,"защита",0
401042,179,"победа",0
401043,179,"воля",0
401044,179,"искусство",0
401045,179,"технология",1
401046,179,"испытание",0
430951,180,"клуб",0
430952,180,"путь",0
430953,180,"текст",1
430954,180,"война",0
430955,180,"след",0
430956,180,"уровень",0
430957,181,"институт",0
430958,181,"ночь",0
430959,181,"дата",0
430960,181,"эпоха",1
430961,181,"сплав",0
430962,181,"закон",0
430963,182,"искусство",1
430964,182,"взгляд",0
430965,182,"мужчина",0
430966,182,"север",0
430967,182,"правительство",0
430968,182,"поле",0
430969,183,"взгляд",0
430970,183,"артикль",1
430971,183,"дата",0
430972,183,"страна",0
430973,183,"победа",0
430974,183,"пляж",0
430981,184,"разрешение",0
430982,184,"эпоха",0
430983,184,"испытание",1
430984,184,"дом",0
430985,184,"путешествие",0
430986,184,"кровать",0
430987,185,"чувствовать",1
430988,185,"начать",0
430989,185,"видеть",0
430990,185,"знать",0
430991,185,"жить",0
430992,185,"спать",0
430993,186,"победа",0
430994,186,"армия",0
430995,186,"сеть",0
430996,186,"ответ",0
430997,186,"разум",0
430998,186,"воля",1
431011,187,"знать",1
431012,187,"понять",0
431013,187,"читать",0
431014,187,"слушать",0
431015,187,"спать",0
431016,187,"начать",0
401119,188,"ждать",0
401120,188,"спать",0
401121,188,"платить",0
401122,188,"есть",0
401123,188,"показать",1
401124,188,"понять",0
431017,189,"бизнес",0
431018,189,"защита",1
431019,189,"король",0
431020,189,"драка",0
431021,189,"союз",0
431022,189,"ответ",0
431029,190,"победа",1
431030,190,"союз",0
431031,190,"музыка",0
431032,190,"картина",0
431033,190,"ребёнок",0
431034,190,"соль",0
401149,191,"рот",1
401150,191,"пламя",0
401151,191,"соль",0
401152,191,"ответ",0
401153,191,"республика",0
401154,191,"базар",0
401155,192,"соль",0
401156,192,"ответ",0
401157,192,"пламя",0
401158,192,"канал",1
401159,192,"республика",0
401160,192,"европа",0
434749,195,"французский",0
434750,195,"очевидно",0
434751,195,"к сожалению",0
434752,195,"рассказывать",1
434753,195,"горячий",0
434754,195,"потом",0
431035,196,"радий",0
431036,196,"искусство",0
431037,196,"воскресенье",0
431038,196,"макет",0
431039,196,"министерство",1
431040,196,"музыка",0
431041,197,"начать",0
431042,197,"есть",1
431043,197,"читать",0
431044,197,"слушать",0
431045,197,"спать",0
431046,197,"видеть",0
431047,198,"слушать",0
431048,198,"жить",0
431049,198,"знать",0
431050,198,"понять",1
431051,198,"начать",0
431052,198,"читать",0
431053,199,"дверь",0
431054,199,"образ",0
431055,199,"базар",1
431056,199,"вечеринка",0
431057,199,"квартал",0
431058,199,"успех",0
431065,200,"будущее",0
431066,200,"огонь",0
431067,200,"ничто",0
431068,200,"ответ",1
431069,200,"жизнь",0
431070,200,"курс",0
431071,201,"номер",0
431072,201,"соль",1
431073,201,"бизнес",0
431074,201,"испытание",0
431075,201,"дата",0
431076,201,"вода",0
431077,203,"труд",0
431078,203,"присутствие",0
431079,203,"артикль",0
431080,203,"дверь",0
431081,203,"пламя",1
431082,203,"пляж",0
431083,205,"след",1
431084,205,"вопрос",0
431085,205,"драка",0
431086,205,"закон",0
431087,205,"поле",0
431088,205,"суббота",0
431089,207,"министерство",0
431090,207,"уважение",0
431091,207,"разум",1
431092,207,"площадь",0
431093,207,"школа",0
431094,207,"смерть",0
431095,208,"король",1
431096,208,"курс",0
431097,208,"присутствие",0
431098,208,"воскресенье",0
431099,208,"союз",0
431100,208,"заказ",0
431101,210,"дата",1
431102,210,"ответ",0
431103,210,"смерть",0
431104,210,"помощь",0
431105,210,"книга",0
431106,210,"путешествие",0
431107,211,"эпоха",0
431108,211,"сделка",0
431109,211,"побережье",0
431110,211,"сплав",0
431111,211,"армия",1
431112,211,"война",0
401269,212,"море",0
401270,212,"банк",0
401271,212,"газета",0
401272,212,"содержание",0
401273,212,"больница",1
401274,212,"дверь",0
401275,213,"ждать",0
401276,213,"сказать",0
401277,213,"видеть",0
401278,213,"платить",1
401279,213,"работать",0
401280,213,"спать",0
386299,214,"реальность",1
386300,214,"армия",0
386301,214,"дата",0
386302,214,"больница",0
386303,214,"путешествие",0
386304,214,"союз",0
431113,215,"союз",1
431114,215,"правительство",0
431115,215,"заказ",0
431116,215,"врач",0
431117,215,"закон",0
431118,215,"книга",0
431119,216,"бубны",0
431120,216,"закон",0
431121,216,"музыка",0
431122,216,"путь",0
431123,216,"путешествие",1
431124,216,"дата",0
431125,217,"площадь",0
431126,217,"бумага",0
431127,217,"земля",0
431128,217,"ребёнок",0
431129,217,"квартал",0
431130,217,"банк",1
431131,218,"масса",0
431132,218,"бумага",0
431133,218,"разрешение",0
431134,218,"брат",0
431135,218,"содержание",1
431136,218,"итог",0
401311,219,"клуб",0
401312,219,"сплав",0
401313,219,"журнал",0
401314,219,"газета",1
401315,219,"город",0
401316,219,"пляж",0
404533,220,"море",1
404534,220,"юг",0
404535,220,"площадь",0
404536,220,"закон",0
404537,220,"война",0
404538,220,"зло",0
431137,222,"картина",0
431138,222,"успех",0
431139,222,"дата",0
431140,222,"дверь",1
431141,222,"статья",0
431142,222,"партия",0
431143,223,"врач",0
431144,223,"драка",0
431145,223,"дата",0
431146,223,"голос",0
431147,223,"пляж",1
431148,223,"защита",0
395983,224,"взгляд",0
395984,224,"присутствие",0
395985,224,"рождество",0
395986,224,"опыт",0
395987,224,"макет",0
395988,224,"журнал",1
431149,225,"пляж",0
431150,225,"искусство",0
431151,225,"сделка",0
431152,225,"клуб",1
431153,225,"брат",0
431154,225,"образ",0
431155,226,"курс",1
431156,226,"семья",0
431157,226,"институт",0
431158,226,"базар",0
431159,226,"тело",0
431160,226,"труд",0
431161,227,"сплав",1
431162,227,"институт",0
431163,227,"вода",0
431164,227,"книга",0
431165,227,"взгляд",0
431166,227,"след",0
431167,228,"король",0
431168,228,"семья",0
431169,228,"артикль",0
431170,228,"присутствие",1
431171,228,"квартал",0
431172,228,"друг",0
431173,229,"север",0
431174,229,"врач",0
431175,229,"радий",1
431176,229,"картина",0
431177,229,"артикль",0
431178,229,"волосы",0
431197,231,"номер",0
431198,231,"народ",0
431199,231,"ребёнок",0
431200,231,"уважение",0
431201,231,"макет",1
431202,231,"дата",0
386431,232,"бубны",0
386432,232,"опыт",0
386433,232,"макет",0
386434,232,"взгляд",0
386435,232,"суббота",0
386436,232,"рождество",1
431203,233,"взгляд",1
431204,233,"заказ",0
431205,233,"драка",0
431206,233,"сеть",0
431207,233,"артикль",0
431208,233,"муниципалитет",0
431209,234,"дверь",0
431210,234,"министерство",0
431211,234,"дом",0
431212,234,"бубны",1
431213,234,"семья",0
431214,234,"соль",0
431215,235,"мать",0
431216,235,"суббота",1
431217,235,"курс",0
431218,235,"сплав",0
431219,235,"итог",0
431220,235,"побережье",0
431221,236,"деньги",0
431222,236,"путь",0
431223,236,"вопрос",0
431224,236,"преступление",0
431225,236,"партия",0
431226,236,"квартал",1
431227,237,"бумага",0
431228,237,"уровень",0
431229,237,"сплав",0
431230,237,"армия",0
431231,237,"побережье",1
431232,237,"кровать",0
431233,238,"преступление",1
431234,238,"воскресенье",0
431235,238,"кофе",0
431236,238,"деньги",0
431237,238,"север",0
431238,238,"сообщение",0
386473,239,"суббота",0
386474,239,"преступление",0
386475,239,"квартал",0
386476,239,"побережье",0
386477,239,"директор",1
386478,239,"воскресенье",0
431239,240,"воскресенье",1
431240,240,"утро",0
431241,240,"река",0
431242,240,"путь",0
431243,240,"преступление",0
431244,240,"разрешение",0
401341,241,"ждать",1
401342,241,"хотеть",0
401343,241,"работать",0
401344,241,"сказать",0
401345,241,"видеть",0
401346,241,"убивать",0
431245,242,"бизнес",0
431246,242,"институт",1
431247,242,"деньги",0
431248,242,"сестра",0
431249,242,"ребёнок",0
431250,242,"успех",0
431263,244,"чувствовать",0
431264,244,"есть",0
431265,244,"видеть",0
431266,244,"знать",0
431267,244,"спать",1
431268,244,"следовать",0
386515,246,"кофе",0
386516,246,"волосы",0
386517,246,"боль",0
386518,246,"экономика",0
386519,246,"отбор",0
386520,246,"свобода",1
431275,249,"вопрос",0
431276,249,"волосы",1
431277,249,"книга",0
431278,249,"сплав",0
431279,249,"муниципалитет",0
431280,249,"дверь",0
431281,250,"уровень",0
431282,250,"школа",0
431283,250,"поле",0
431284,250,"муниципалитет",0
431285,250,"номер",0
431286,250,"кофе",1
386551,251,"волосы",0
386552,251,"кофе",0
386553,251,"сестра",0
386554,251,"боль",1
386555,251,"отбор",0
386556,251,"огонь",0
431287,252,"заказ",0
431288,252,"взгляд",0
431289,252,"сплав",0
431290,252,"огонь",1
431291,252,"муниципалитет",0
431292,252,"ребёнок",0
431293,253,"воскресенье",0
431294,253,"сестра",1
431295,253,"побережье",0
431296,253,"вопрос",0
431297,253,"школа",0
431298,253,"воля",0
431299,256,"итог",0
431300,256,"ничто",0
431301,256,"успех",0
431302,256,"площадь",0
431303,256,"король",0
431304,256,"статья",1
431305,257,"масса",1
431306,257,"ничто",0
431307,257,"сестра",0
431308,257,"правительство",0
431309,257,"воскресенье",0
431310,257,"огонь",0
431311,259,"врач",1
431312,259,"утро",0
431313,259,"бизнес",0
431314,259,"семья",0
431315,259,"партия",0
431316,259,"воля",0
431317,260,"утро",0
431318,260,"суббота",0
431319,260,"сделка",1
431320,260,"уровень",0
431321,260,"министерство",0
431322,260,"путешествие",0
431329,261,"разрешение",0
431330,261,"сеть",0
431331,261,"институт",0
431332,261,"кровать",1
431333,261,"улица",0
431334,261,"волосы",0
431335,262,"ребёнок",0
431336,262,"образ",0
431337,262,"голова",0
431338,262,"мать",0
431339,262,"испытание",0
431340,262,"разрешение",1
431341,263,"испытание",0
431342,263,"переезд",1
431343,263,"врач",0
431344,263,"курс",0
431345,263,"макет",0
431346,263,"вопрос",0
431347,264,"переезд",0
431348,264,"ответ",0
431349,264,"муниципалитет",1
431350,264,"вопрос",0
431351,264,"пляж",0
431352,264,"улица",0
386647,265,"кровать",0
386648,265,"качество",0
386649,265,"переезд",0
386650,265,"цена",1
386651,265,"муниципалитет",0
386652,265,"разрешение",0
386653,266,"переезд",0
386654,266,"качество",1
386655,266,"цена",0
386656,266,"разрешение",0
386657,266,"муниципалитет",0
386658,266,"кровать",0
386659,267,"девочка",0
386660,267,"жена",0
386661,267,"день рождения",1
386662,267,"остров",0
386663,267,"левый",0
386664,267,"разговор",0
431353,268,"рисунок",0
431354,268,"опасность",0
431355,268,"выход",0
431356,268,"разговор",1
431357,268,"кровь",0
431358,268,"образ",0
386671,270,"разговор",0
386672,270,"жена",1
386673,270,"остров",0
386674,270,"день рождения",0
386675,270,"левый",0
386676,270,"девочка",0
431359,272,"налог",0
431360,272,"кризис",0
431361,272,"парк",0
431362,272,"остров",1
431363,272,"финиш",0
431364,272,"медицина",0
431365,273,"сомнение",0
431366,273,"доблесть",0
431367,273,"путч",0
431368,273,"гостиница",0
431369,273,"девочка",1
431370,273,"приказ",0
431377,274,"открывать",0
431378,274,"хотеть",1
431379,274,"казаться",0
431380,274,"бегать",0
431381,274,"принести",0
431382,274,"решить",0
374101,275,"кухня",0
374102,275,"кризис",0
374103,275,"роберт",0
374104,275,"лето",1
374105,275,"фокус",0
374106,275,"иран",0
431383,276,"путч",0
431384,276,"стол",0
431385,276,"франциск",0
431386,276,"кризис",0
431387,276,"хлеб",0
431388,276,"левый",1
431389,277,"жажда",0
431390,277,"перевозка",0
431391,277,"фокус",0
431392,277,"здание",0
431393,277,"полоса",0
431394,277,"множество",1
374119,278,"квартира",0
374120,278,"генерал",0
374121,278,"авария",0
374122,278,"усилие",0
374123,278,"категория",0
374124,278,"фердинанд",1
431395,279,"чемпион",0
431396,279,"голод",1
431397,279,"эпизод",0
431398,279,"сомнение",0
431399,279,"судья",0
431400,279,"муж",0
431401,280,"стыд",0
431402,280,"кризис",0
431403,280,"восток",1
431404,280,"память",0
431405,280,"приказ",0
431406,280,"шоссе",0
401407,281,"избегать",0
401408,281,"думать",0
401409,281,"убивать",1
401410,281,"гулять",0
401411,281,"хотеть",0
401412,281,"открывать",0
431407,282,"носок",1
431408,282,"член",0
431409,282,"сюрприз",0
431410,282,"торговля",0
431411,282,"воссоединение",0
431412,282,"площадь",0
431413,283,"член",0
431414,283,"вселенная",0
