item_id,event_type,created_at
2072,question_shown,"2026-04-15 12:51:18"
3446,question_shown,"2026-04-15 12:51:18"
560,question_shown,"2026-04-15 12:51:18"
10066,question_shown,"2026-04-15 12:51:18"
667,question_shown,"2026-04-15 12:51:18"
9841,question_shown,"2026-04-15 12:51:18"
3399,question_shown,"2026-04-15 12:51:18"
3365,question_shown,"2026-04-15 12:51:18"
3169,question_shown,"2026-04-15 12:51:18"
2485,question_shown,"2026-04-15 12:51:18"
1082,question_shown,"2026-04-15 12:51:18"
3230,question_shown,"2026-04-15 12:51:18"
3366,question_shown,"2026-04-15 12:51:18"
1388,question_shown,"2026-04-15 12:51:18"
622,question_shown,"2026-04-15 12:51:18"
3446,question_shown,"2026-04-15 12:51:18"
9997,question_shown,"2026-04-15 12:51:17"
1372,question_shown,"2026-04-15 12:51:17"
836,question_shown,"2026-04-15 12:51:17"
576,question_shown,"2026-04-15 12:51:17"
683,question_shown,"2026-04-15 12:51:17"
567,question_shown,"2026-04-15 12:51:17"
743,question_shown,"2026-04-15 12:51:17"
867,question_shown,"2026-04-15 12:51:17"
504,question_shown,"2026-04-15 12:51:17"
2567,question_shown,"2026-04-15 12:51:17"
3365,question_shown,"2026-04-15 12:51:17"
10716,question_shown,"2026-04-15 12:51:17"
3366,question_shown,"2026-04-15 12:51:17"
3906,question_shown,"2026-04-15 12:51:17"
3201,question_shown,"2026-04-15 12:51:17"
10028,question_shown,"2026-04-15 12:51:17"
2239,question_shown,"2026-04-15 12:51:17"
2652,question_shown,"2026-04-15 12:51:17"
4013,question_shown,"2026-04-15 12:51:17"
613,question_shown,"2026-04-15 12:51:16"
34,question_shown,"2026-04-15 12:51:16"
10028,question_shown,"2026-04-15 12:51:16"
610,question_shown,"2026-04-15 12:51:16"
10060,question_shown,"2026-04-15 12:51:16"
3398,question_shown,"2026-04-15 12:51:16"
715,question_shown,"2026-04-15 12:51:16"
3200,question_shown,"2026-04-15 12:51:16"
1268,question_shown,"2026-04-15 12:51:16"
10723,question_shown,"2026-04-15 12:51:16"
3316,question_shown,"2026-04-15 12:51:16"
3365,question_shown,"2026-04-15 12:51:16"
10025,question_shown,"2026-04-15 12:51:16"
10817,question_shown,"2026-04-15 12:51:16"
2227,question_shown,"2026-04-15 12:51:16"
711,question_shown,"2026-04-15 12:51:16"
1310,question_shown,"2026-04-15 12:51:16"
3547,question_shown,"2026-04-15 12:51:16"
3500,question_shown,"2026-04-15 12:51:16"
3560,question_shown,"2026-04-15 12:51:16"
10030,question_shown,"2026-04-15 12:51:16"
829,question_shown,"2026-04-15 12:51:16"
3239,question_shown,"2026-04-15 12:51:16"
3398,question_shown,"2026-04-15 12:51:16"
666,question_shown,"2026-04-15 12:51:16"
3446,question_shown,"2026-04-15 12:51:15"
1006,question_shown,"2026-04-15 12:51:15"
3400,question_shown,"2026-04-15 12:51:15"
742,question_shown,"2026-04-15 12:51:15"
589,question_shown,"2026-04-15 12:51:15"
662,question_shown,"2026-04-15 12:51:15"
10043,question_shown,"2026-04-15 12:51:15"
830,question_shown,"2026-04-15 12:51:15"
917,question_shown,"2026-04-15 12:51:15"
473,question_shown,"2026-04-15 12:51:15"
3324,question_shown,"2026-04-15 12:51:15"
1324,question_shown,"2026-04-15 12:51:15"
10715,question_shown,"2026-04-15 12:51:15"
1221,question_shown,"2026-04-15 12:51:15"
3365,question_shown,"2026-04-15 12:51:15"
782,question_shown,"2026-04-15 12:51:15"
962,question_shown,"2026-04-15 12:51:15"
3366,question_shown,"2026-04-15 12:51:15"
3596,question_shown,"2026-04-15 12:51:15"
3530,question_shown,"2026-04-15 12:51:15"
10003,question_shown,"2026-04-15 12:51:15"
3999,question_shown,"2026-04-15 12:51:15"
669,question_shown,"2026-04-15 12:51:15"
769,question_shown,"2026-04-15 12:51:15"
855,question_shown,"2026-04-15 12:51:14"
644,question_shown,"2026-04-15 12:51:14"
3399,question_shown,"2026-04-15 12:51:14"
816,question_shown,"2026-04-15 12:51:14"
3241,question_shown,"2026-04-15 12:51:14"
3398,question_shown,"2026-04-15 12:51:14"
805,question_shown,"2026-04-15 12:51:14"
10719,question_shown,"2026-04-15 12:51:14"
3202,question_shown,"2026-04-15 12:51:14"
2415,question_shown,"2026-04-15 12:51:14"
10723,question_shown,"2026-04-15 12:51:14"
10818,question_shown,"2026-04-15 12:51:14"
10727,question_shown,"2026-04-15 12:51:14"
759,question_shown,"2026-04-15 12:51:14"
985,question_shown,"2026-04-15 12:51:14"
1289,question_shown,"2026-04-15 12:51:14"
3229,question_shown,"2026-04-15 12:51:14"
1758,question_shown,"2026-04-15 12:51:14"
3260,question_shown,"2026-04-15 12:51:14"
878,question_shown,"2026-04-15 12:51:14"
3365,question_shown,"2026-04-15 12:51:14"
806,question_shown,"2026-04-15 12:51:14"
843,question_shown,"2026-04-15 12:51:14"
668,question_shown,"2026-04-15 12:51:14"
850,question_shown,"2026-04-15 12:51:14"
840,question_shown,"2026-04-15 12:51:13"
747,question_shown,"2026-04-15 12:51:13"
10040,question_shown,"2026-04-15 12:51:13"
3246,question_shown,"2026-04-15 12:51:13"
10028,question_shown,"2026-04-15 12:51:13"
3400,question_shown,"2026-04-15 12:51:13"
655,question_shown,"2026-04-15 12:51:13"
3365,question_shown,"2026-04-15 12:51:13"
400,question_shown,"2026-04-15 12:51:13"
877,question_shown,"2026-04-15 12:51:13"
1301,question_shown,"2026-04-15 12:51:13"
561,question_shown,"2026-04-15 12:51:13"
3324,question_shown,"2026-04-15 12:51:13"
1546,question_shown,"2026-04-15 12:51:13"
890,question_shown,"2026-04-15 12:51:13"
2571,question_shown,"2026-04-15 12:51:13"
873,question_shown,"2026-04-15 12:51:13"
1047,question_shown,"2026-04-15 12:51:13"
1510,question_shown,"2026-04-15 12:51:13"
10036,question_shown,"2026-04-15 12:51:13"
10028,question_shown,"2026-04-15 12:51:13"
630,question_shown,"2026-04-15 12:51:13"
619,question_shown,"2026-04-15 12:51:12"
723,question_shown,"2026-04-15 12:51:12"
10028,question_shown,"2026-04-15 12:51:12"
10001,question_shown,"2026-04-15 12:51:12"
3264,question_shown,"2026-04-15 12:51:12"
426,question_shown,"2026-04-15 12:51:12"
1397,question_shown,"2026-04-15 12:51:12"
3916,question_shown,"2026-04-15 12:51:12"
618,question_shown,"2026-04-15 12:51:12"
3580,question_shown,"2026-04-15 12:51:12"
884,question_shown,"2026-04-15 12:51:12"
604,question_shown,"2026-04-15 12:51:12"
1518,question_shown,"2026-04-15 12:51:12"
3365,question_shown,"2026-04-15 12:51:12"
1268,question_shown,"2026-04-15 12:51:12"
1720,question_shown,"2026-04-15 12:51:12"
3466,question_shown,"2026-04-15 12:51:12"
819,question_shown,"2026-04-15 12:51:12"
10002,question_shown,"2026-04-15 12:51:12"
3398,question_shown,"2026-04-15 12:51:12"
676,question_shown,"2026-04-15 12:51:12"
10684,question_shown,"2026-04-15 12:51:11"
3244,question_shown,"2026-04-15 12:51:11"
675,question_shown,"2026-04-15 12:51:11"
1763,question_shown,"2026-04-15 12:51:11"
399,question_shown,"2026-04-15 12:51:11"
872,question_shown,"2026-04-15 12:51:11"
1774,question_shown,"2026-04-15 12:51:11"
3229,question_shown,"2026-04-15 12:51:11"
3366,question_shown,"2026-04-15 12:51:11"
3264,question_shown,"2026-04-15 12:51:11"
713,question_shown,"2026-04-15 12:51:11"
10816,question_shown,"2026-04-15 12:51:11"
3270,question_shown,"2026-04-15 12:51:11"
3365,question_shown,"2026-04-15 12:51:11"
1033,question_shown,"2026-04-15 12:51:11"
824,question_shown,"2026-04-15 12:51:11"
10045,question_shown,"2026-04-15 12:51:11"
780,question_shown,"2026-04-15 12:51:11"
804,question_shown,"2026-04-15 12:51:11"
706,question_shown,"2026-04-15 12:51:11"
724,question_shown,"2026-04-15 12:51:11"
3400,question_shown,"2026-04-15 12:51:11"
10002,question_shown,"2026-04-15 12:51:11"
1783,question_shown,"2026-04-15 12:51:10"
10063,question_shown,"2026-04-15 12:51:10"
991,question_shown,"2026-04-15 12:51:10"
1630,question_shown,"2026-04-15 12:51:10"
617,question_shown,"2026-04-15 12:51:10"
1963,question_shown,"2026-04-15 12:51:10"
3272,question_shown,"2026-04-15 12:51:10"
3565,question_shown,"2026-04-15 12:51:10"
1747,question_shown,"2026-04-15 12:51:10"
728,question_shown,"2026-04-15 12:51:10"
3224,question_shown,"2026-04-15 12:51:10"
842,question_shown,"2026-04-15 12:51:10"
3398,question_shown,"2026-04-15 12:51:10"
688,question_shown,"2026-04-15 12:51:10"
834,question_shown,"2026-04-15 12:51:10"
10038,question_shown,"2026-04-15 12:51:10"
3399,question_shown,"2026-04-15 12:51:10"
3446,question_shown,"2026-04-15 12:51:10"
697,question_shown,"2026-04-15 12:51:09"
1488,question_shown,"2026-04-15 12:51:09"
1020,question_shown,"2026-04-15 12:51:09"
3400,question_shown,"2026-04-15 12:51:09"
1824,question_shown,"2026-04-15 12:51:09"
10713,question_shown,"2026-04-15 12:51:09"
3365,question_shown,"2026-04-15 12:51:09"
1181,question_shown,"2026-04-15 12:51:09"
598,question_shown,"2026-04-15 12:51:09"
10686,question_shown,"2026-04-15 12:51:09"
799,question_shown,"2026-04-15 12:51:09"
10042,question_shown,"2026-04-15 12:51:09"
9957,question_shown,"2026-04-15 12:51:09"
665,question_shown,"2026-04-15 12:51:09"
3398,question_shown,"2026-04-15 12:51:09"
707,question_shown,"2026-04-15 12:51:09"
853,question_shown,"2026-04-15 12:51:09"
10048,question_shown,"2026-04-15 12:51:09"
10043,question_shown,"2026-04-15 12:51:09"
10028,question_shown,"2026-04-15 12:51:09"
3491,question_shown,"2026-04-15 12:51:09"
456,question_shown,"2026-04-15 12:51:09"
1470,question_shown,"2026-04-15 12:51:09"
3365,question_shown,"2026-04-15 12:51:08"
3275,question_shown,"2026-04-15 12:51:08"
1707,question_shown,"2026-04-15 12:51:08"
659,question_shown,"2026-04-15 12:51:08"
3213,question_shown,"2026-04-15 12:51:08"
594,question_shown,"2026-04-15 12:51:08"
10062,question_shown,"2026-04-15 12:51:08"
653,question_shown,"2026-04-15 12:51:08"
835,question_shown,"2026-04-15 12:51:08"
720,question_shown,"2026-04-15 12:51:08"
3242,question_shown,"2026-04-15 12:51:08"
836,question_shown,"2026-04-15 12:51:08"
710,question_shown,"2026-04-15 12:51:08"
3398,question_shown,"2026-04-15 12:51:08"
704,question_shown,"2026-04-15 12:51:08"
1539,question_shown,"2026-04-15 12:51:08"
526,question_shown,"2026-04-15 12:51:08"
3366,question_shown,"2026-04-15 12:51:08"
2209,question_shown,"2026-04-15 12:51:08"
3941,question_shown,"2026-04-15 12:51:07"
1248,question_shown,"2026-04-15 12:51:07"
2652,question_shown,"2026-04-15 12:51:07"
2032,question_shown,"2026-04-15 12:51:07"
10049,question_shown,"2026-04-15 12:51:07"
685,question_shown,"2026-04-15 12:51:07"
725,question_shown,"2026-04-15 12:51:07"
2632,question_shown,"2026-04-15 12:51:07"
772,question_shown,"2026-04-15 12:51:07"
656,question_shown,"2026-04-15 12:51:07"
845,question_shown,"2026-04-15 12:51:07"
3400,question_shown,"2026-04-15 12:51:07"
844,question_shown,"2026-04-15 12:51:07"
705,question_shown,"2026-04-15 12:51:07"
10011,question_shown,"2026-04-15 12:51:07"
10056,question_shown,"2026-04-15 12:51:07"
2648,question_shown,"2026-04-15 12:51:07"
3371,question_shown,"2026-04-15 12:51:07"
2391,question_shown,"2026-04-15 12:51:07"
4014,question_shown,"2026-04-15 12:51:07"
633,question_shown,"2026-04-15 12:51:07"
10816,question_shown,"2026-04-15 12:51:07"
3633,question_shown,"2026-04-15 12:51:07"
3446,question_shown,"2026-04-15 12:51:07"
1434,question_shown,"2026-04-15 12:51:07"
550,question_shown,"2026-04-15 12:51:06"
2664,question_shown,"2026-04-15 12:51:06"
3366,question_shown,"2026-04-15 12:51:06"
1539,question_shown,"2026-04-15 12:51:06"
3400,question_shown,"2026-04-15 12:51:06"
1850,question_shown,"2026-04-15 12:51:06"
545,question_shown,"2026-04-15 12:51:06"
10064,question_shown,"2026-04-15 12:51:06"
605,question_shown,"2026-04-15 12:51:06"
10025,question_shown,"2026-04-15 12:51:06"
3196,question_shown,"2026-04-15 12:51:06"
635,question_shown,"2026-04-15 12:51:06"
750,question_shown,"2026-04-15 12:51:06"
737,question_shown,"2026-04-15 12:51:06"
847,question_shown,"2026-04-15 12:51:06"
3215,question_shown,"2026-04-15 12:51:06"
10720,question_shown,"2026-04-15 12:51:06"
883,question_shown,"2026-04-15 12:51:06"
3185,question_shown,"2026-04-15 12:51:06"
1988,question_shown,"2026-04-15 12:51:06"
4015,question_shown,"2026-04-15 12:51:06"
10025,question_shown,"2026-04-15 12:51:06"
3366,question_shown,"2026-04-15 12:51:06"
1743,question_shown,"2026-04-15 12:51:06"
689,question_shown,"2026-04-15 12:51:06"
2160,question_shown,"2026-04-15 12:51:05"
3399,question_shown,"2026-04-15 12:51:05"
2531,question_shown,"2026-04-15 12:51:05"
812,question_shown,"2026-04-15 12:51:05"
754,question_shown,"2026-04-15 12:51:05"
2455,question_shown,"2026-04-15 12:51:05"
727,question_shown,"2026-04-15 12:51:05"
714,question_shown,"2026-04-15 12:51:05"
607,question_shown,"2026-04-15 12:51:05"
614,question_shown,"2026-04-15 12:51:05"
827,question_shown,"2026-04-15 12:51:05"
10011,question_shown,"2026-04-15 12:51:05"
640,question_shown,"2026-04-15 12:51:05"
731,question_shown,"2026-04-15 12:51:05"
1047,question_shown,"2026-04-15 12:51:05"
530,question_shown,"2026-04-15 12:51:05"
3617,question_shown,"2026-04-15 12:51:05"
3365,question_shown,"2026-04-15 12:51:05"
10717,question_shown,"2026-04-15 12:51:05"
2066,question_shown,"2026-04-15 12:51:05"
10713,question_shown,"2026-04-15 12:51:05"
10681,question_shown,"2026-04-15 12:51:04"
3206,question_shown,"2026-04-15 12:51:04"
10054,question_shown,"2026-04-15 12:51:04"
589,question_shown,"2026-04-15 12:51:04"
10682,question_shown,"2026-04-15 12:51:04"
636,question_shown,"2026-04-15 12:51:04"
848,question_shown,"2026-04-15 12:51:04"
3398,question_shown,"2026-04-15 12:51:04"
10011,question_shown,"2026-04-15 12:51:04"
3221,question_shown,"2026-04-15 12:51:04"
10039,question_shown,"2026-04-15 12:51:04"
1438,question_shown,"2026-04-15 12:51:04"
3178,question_shown,"2026-04-15 12:51:04"
3933,question_shown,"2026-04-15 12:51:04"
3365,question_shown,"2026-04-15 12:51:04"
10029,question_shown,"2026-04-15 12:51:04"
2624,question_shown,"2026-04-15 12:51:04"
3366,question_shown,"2026-04-15 12:51:04"
761,question_shown,"2026-04-15 12:51:04"
2066,question_shown,"2026-04-15 12:51:04"
1475,question_shown,"2026-04-15 12:51:04"
731,question_shown,"2026-04-15 12:51:03"
821,question_shown,"2026-04-15 12:51:03"
811,question_shown,"2026-04-15 12:51:03"
1651,question_shown,"2026-04-15 12:51:03"
503,question_shown,"2026-04-15 12:51:03"
973,question_shown,"2026-04-15 12:51:03"
3547,question_shown,"2026-04-15 12:51:03"
38,question_shown,"2026-04-15 12:51:03"
3318,question_shown,"2026-04-15 12:51:03"
1289,question_shown,"2026-04-15 12:51:03"
841,question_shown,"2026-04-15 12:51:03"
3366,question_shown,"2026-04-15 12:51:03"
988,question_shown,"2026-04-15 12:51:03"
3365,question_shown,"2026-04-15 12:51:03"
1060,question_shown,"2026-04-15 12:51:03"
552,question_shown,"2026-04-15 12:51:03"
3366,question_shown,"2026-04-15 12:51:02"
679,question_shown,"2026-04-15 12:51:02"
2443,question_shown,"2026-04-15 12:51:02"
1767,question_shown,"2026-04-15 12:51:02"
3248,question_shown,"2026-04-15 12:51:02"
1162,question_shown,"2026-04-15 12:51:02"
577,question_shown,"2026-04-15 12:51:02"
574,question_shown,"2026-04-15 12:51:02"
3398,question_shown,"2026-04-15 12:51:02"
3446,question_shown,"2026-04-15 12:51:02"
612,question_shown,"2026-04-15 12:51:02"
10004,question_shown,"2026-04-15 12:51:02"
785,question_shown,"2026-04-15 12:51:02"
10005,question_shown,"2026-04-15 12:51:02"
3238,question_shown,"2026-04-15 12:51:02"
717,question_shown,"2026-04-15 12:51:01"
10028,question_shown,"2026-04-15 12:51:01"
814,question_shown,"2026-04-15 12:51:01"
3446,question_shown,"2026-04-15 12:51:01"
677,question_shown,"2026-04-15 12:51:01"
10011,question_shown,"2026-04-15 12:51:01"
757,question_shown,"2026-04-15 12:51:01"
648,question_shown,"2026-04-15 12:51:01"
650,question_shown,"2026-04-15 12:51:01"
3225,question_shown,"2026-04-15 12:51:01"
2562,question_shown,"2026-04-15 12:51:01"
10709,question_shown,"2026-04-15 12:51:01"
1389,question_shown,"2026-04-15 12:51:01"
3365,question_shown,"2026-04-15 12:51:01"
775,question_shown,"2026-04-15 12:51:01"
9791,question_shown,"2026-04-15 12:51:01"
597,question_shown,"2026-04-15 12:51:00"
10025,question_shown,"2026-04-15 12:51:00"
3446,question_shown,"2026-04-15 12:51:00"
1615,question_shown,"2026-04-15 12:51:00"
603,question_shown,"2026-04-15 12:51:00"
813,question_shown,"2026-04-15 12:51:00"
777,question_shown,"2026-04-15 12:51:00"
1767,question_shown,"2026-04-15 12:51:00"
431,question_shown,"2026-04-15 12:51:00"
2218,question_shown,"2026-04-15 12:51:00"
3284,question_shown,"2026-04-15 12:51:00"
721,question_shown,"2026-04-15 12:51:00"
3323,question_shown,"2026-04-15 12:51:00"
10727,question_shown,"2026-04-15 12:51:00"
3400,question_shown,"2026-04-15 12:51:00"
2255,question_shown,"2026-04-15 12:51:00"
3287,question_shown,"2026-04-15 12:51:00"
1402,question_shown,"2026-04-15 12:51:00"
3584,question_shown,"2026-04-15 12:51:00"
3209,question_shown,"2026-04-15 12:51:00"
767,question_shown,"2026-04-15 12:51:00"
846,question_shown,"2026-04-15 12:50:59"
10025,question_shown,"2026-04-15 12:50:59"
34,question_shown,"2026-04-15 12:50:59"
768,question_shown,"2026-04-15 12:50:59"
2659,question_shown,"2026-04-15 12:50:59"
10011,question_shown,"2026-04-15 12:50:59"
961,question_shown,"2026-04-15 12:50:59"
354,question_shown,"2026-04-15 12:50:59"
3558,question_shown,"2026-04-15 12:50:59"
3286,question_shown,"2026-04-15 12:50:59"
10681,question_shown,"2026-04-15 12:50:59"
2027,question_shown,"2026-04-15 12:50:59"
1162,question_shown,"2026-04-15 12:50:59"
1372,question_shown,"2026-04-15 12:50:59"
3366,question_shown,"2026-04-15 12:50:59"
885,question_shown,"2026-04-15 12:50:59"
923,question_shown,"2026-04-15 12:50:59"
1319,question_shown,"2026-04-15 12:50:59"
890,question_shown,"2026-04-15 12:50:59"
3198,question_shown,"2026-04-15 12:50:59"
3227,question_shown,"2026-04-15 12:50:59"
3243,question_shown,"2026-04-15 12:50:59"
718,question_shown,"2026-04-15 12:50:59"
571,question_shown,"2026-04-15 12:50:58"
10011,question_shown,"2026-04-15 12:50:58"
781,question_shown,"2026-04-15 12:50:58"
3398,question_shown,"2026-04-15 12:50:58"
801,question_shown,"2026-04-15 12:50:58"
3284,question_shown,"2026-04-15 12:50:58"
427,question_shown,"2026-04-15 12:50:58"
926,question_shown,"2026-04-15 12:50:58"
917,question_shown,"2026-04-15 12:50:58"
3447,question_shown,"2026-04-15 12:50:58"
2218,question_shown,"2026-04-15 12:50:58"
3467,question_shown,"2026-04-15 12:50:58"
716,question_shown,"2026-04-15 12:50:58"
2338,question_shown,"2026-04-15 12:50:58"
3365,question_shown,"2026-04-15 12:50:58"
867,question_shown,"2026-04-15 12:50:58"
2239,question_shown,"2026-04-15 12:50:58"
10028,question_shown,"2026-04-15 12:50:58"
3203,question_shown,"2026-04-15 12:50:58"
833,question_shown,"2026-04-15 12:50:58"
741,question_shown,"2026-04-15 12:50:58"
3399,question_shown,"2026-04-15 12:50:58"
10047,question_shown,"2026-04-15 12:50:58"
3398,question_shown,"2026-04-15 12:50:57"
638,question_shown,"2026-04-15 12:50:57"
3216,question_shown,"2026-04-15 12:50:57"
584,question_shown,"2026-04-15 12:50:57"
543,question_shown,"2026-04-15 12:50:57"
658,question_shown,"2026-04-15 12:50:57"
3626,question_shown,"2026-04-15 12:50:57"
3166,question_shown,"2026-04-15 12:50:57"
1701,question_shown,"2026-04-15 12:50:57"
1724,question_shown,"2026-04-15 12:50:57"
567,question_shown,"2026-04-15 12:50:57"
2049,question_shown,"2026-04-15 12:50:57"
3266,question_shown,"2026-04-15 12:50:57"
10028,question_shown,"2026-04-15 12:50:57"
10818,question_shown,"2026-04-15 12:50:57"
922,question_shown,"2026-04-15 12:50:57"
3916,question_shown,"2026-04-15 12:50:57"
1522,question_shown,"2026-04-15 12:50:57"
10058,question_shown,"2026-04-15 12:50:57"
808,question_shown,"2026-04-15 12:50:57"
3400,question_shown,"2026-04-15 12:50:57"
3233,question_shown,"2026-04-15 12:50:57"
9999,question_shown,"2026-04-15 12:50:57"
1408,question_shown,"2026-04-15 12:50:57"
559,question_shown,"2026-04-15 12:50:57"
2410,question_shown,"2026-04-15 12:50:56"
594,question_shown,"2026-04-15 12:50:56"
666,question_shown,"2026-04-15 12:50:56"
683,question_shown,"2026-04-15 12:50:56"
3268,question_shown,"2026-04-15 12:50:56"
10723,question_shown,"2026-04-15 12:50:56"
1772,question_shown,"2026-04-15 12:50:56"
3256,question_shown,"2026-04-15 12:50:56"
616,question_shown,"2026-04-15 12:50:56"
1758,question_shown,"2026-04-15 12:50:56"
2415,question_shown,"2026-04-15 12:50:56"
742,question_shown,"2026-04-15 12:50:56"
3366,question_shown,"2026-04-15 12:50:56"
3458,question_shown,"2026-04-15 12:50:56"
3365,question_shown,"2026-04-15 12:50:56"
2652,question_shown,"2026-04-15 12:50:56"
10680,question_shown,"2026-04-15 12:50:56"
744,question_shown,"2026-04-15 12:50:56"
690,question_shown,"2026-04-15 12:50:56"
802,question_shown,"2026-04-15 12:50:56"
10051,question_shown,"2026-04-15 12:50:56"
3232,question_shown,"2026-04-15 12:50:56"
622,question_shown,"2026-04-15 12:50:55"
719,question_shown,"2026-04-15 12:50:55"
579,question_shown,"2026-04-15 12:50:55"
1774,question_shown,"2026-04-15 12:50:55"
415,question_shown,"2026-04-15 12:50:55"
991,question_shown,"2026-04-15 12:50:55"
3264,question_shown,"2026-04-15 12:50:55"
38,question_shown,"2026-04-15 12:50:55"
1963,question_shown,"2026-04-15 12:50:55"
2220,question_shown,"2026-04-15 12:50:55"
805,question_shown,"2026-04-15 12:50:55"
1988,question_shown,"2026-04-15 12:50:55"
3365,question_shown,"2026-04-15 12:50:55"
2292,question_shown,"2026-04-15 12:50:55"
