external_key,lemma,pos,level,freq_rank,ru_gloss,notes
kaikki-adjective-pior,pior,adjective,,745,хуже,kaikki_pt_ru_adjadv_seed
kaikki-adjective-político,político,adjective,,791,политический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-popular,popular,adjective,,831,популярный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-verde,verde,adjective,,862,зелёный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-branco,branco,adjective,,863,белый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-velho,velho,adjective,,927,старый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-cultural,cultural,adjective,,932,культурный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-municipal,municipal,adjective,,967,муниципальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-normal,normal,adjective,,970,нормально,kaikki_pt_ru_adjadv_seed
kaikki-adjective-preso,preso,adjective,,1020,арестованный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-interessante,interessante,adjective,,1079,интересный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-necessário,necessário,adjective,,1124,необходимый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-perfeito,perfeito,adjective,,1127,безупречный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-azul,azul,adjective,,1136,синий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-histórico,histórico,adjective,,1170,исторический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-triste,triste,adjective,,1203,печальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-impossível,impossível,adjective,,1242,невозможный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-inteiro,inteiro,adjective,,1244,целый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-preto,preto,adjective,,1255,чёрный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-verdadeiro,verdadeiro,adjective,,1265,настоящий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-independente,independente,adjective,,1282,независимый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-pronto,pronto,adjective,,1294,готовый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-aberto,aberto,adjective,,1300,открытый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-francês,francês,adjective,,1312,француз,kaikki_pt_ru_adjadv_seed
kaikki-adjective-vermelho,vermelho,adjective,,1346,красный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-comercial,comercial,adjective,,1354,торговый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-negro,negro,adjective,,1367,чёрный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-enorme,enorme,adjective,,1392,громадный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-técnico,técnico,adjective,,1413,технический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-ótimo,ótimo,adjective,,1417,отлично,kaikki_pt_ru_adjadv_seed
kaikki-adjective-frio,frio,adjective,,1432,холодный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-tradicional,tradicional,adjective,,1452,традиционный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-alegre,alegre,adjective,,1519,весёлый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-famoso,famoso,adjective,,1535,знаменитый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-rosa,rosa,adjective,,1551,розовый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-pobre,pobre,adjective,,1582,бедный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-quente,quente,adjective,,1586,горячий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sexual,sexual,adjective,,1630,сексуальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-eleitoral,eleitoral,adjective,,1642,электоральный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-louco,louco,adjective,,1649,сумасшедший,kaikki_pt_ru_adjadv_seed
kaikki-adjective-rico,rico,adjective,,1724,богатый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-moral,moral,adjective,,1755,моральный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-maravilhoso,maravilhoso,adjective,,1820,удивительный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-mau,mau,adjective,,1936,плохой,kaikki_pt_ru_adjadv_seed
kaikki-adjective-russo,russo,adjective,,1947,русский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-caro,caro,adjective,,2178,дорогой,kaikki_pt_ru_adjadv_seed
kaikki-adjective-idiota,idiota,adjective,,2191,глупый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-feminino,feminino,adjective,,2233,женский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-virtual,virtual,adjective,,2259,виртуальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-doente,doente,adjective,,2318,больной,kaikki_pt_ru_adjadv_seed
kaikki-adjective-alemão,alemão,adjective,,2348,немецкий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-anual,anual,adjective,,2350,ежегодный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-inteligente,inteligente,adjective,,2520,умный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-cansado,cansado,adjective,,2709,усталый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-impressionante,impressionante,adjective,,2729,замечательный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-nuclear,nuclear,adjective,,2784,ядерный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-vazio,vazio,adjective,,2811,пустой,kaikki_pt_ru_adjadv_seed
kaikki-adjective-visual,visual,adjective,,3050,зрительный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-inferior,inferior,adjective,,3084,уступающий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-italiano,italiano,adjective,,3088,итальянский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-complicado,complicado,adjective,,3130,сложный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-ideal,ideal,adjective,,3145,идеальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-positivo,positivo,adjective,,3163,несомненный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-amarelo,amarelo,adjective,,3180,жёлтый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-casado,casado,adjective,,3187,женатый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-condenado,condenado,adjective,,3190,приговорённый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-poderoso,poderoso,adjective,,3223,влиятельный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-financeiro,financeiro,adjective,,3265,фина́нсовый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-regular,regular,adjective,,3285,правильный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-urgente,urgente,adjective,,3295,срочный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-comunista,comunista,adjective,,3381,коммунистический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-brilhante,brilhante,adjective,,3457,блестящий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-ilegal,ilegal,adjective,,3481,незаконный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-urbano,urbano,adjective,,3526,городской,kaikki_pt_ru_adjadv_seed
kaikki-adjective-oceano,oceano,adjective,,3577,океанский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-terrível,terrível,adjective,,3593,ужасный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-imenso,imenso,adjective,,3624,огромный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-básico,básico,adjective,,3747,базовый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-puro,puro,adjective,,3796,чистый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-barato,barato,adjective,,3820,дешёвый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-fantástico,fantástico,adjective,,3837,фантастический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-democrático,democrático,adjective,,3891,демократический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-fiel,fiel,adjective,,3903,верный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-esquerdo,esquerdo,adjective,,3985,левый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-profundo,profundo,adjective,,4017,глубокий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-salvo,salvo,adjective,,4020,целый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-negativo,negativo,adjective,,4164,отрицательный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-oral,oral,adjective,,4166,оральный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-africano,africano,adjective,,4283,африканский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-científico,científico,adjective,,4381,научный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-proibido,proibido,adjective,,4425,запрещённый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-exato,exato,adjective,,4642,верный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sensível,sensível,adjective,,4676,нежный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-feio,feio,adjective,,4727,безобразный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-intenso,intenso,adjective,,4735,интенсивный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-visível,visível,adjective,,4775,видный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-liberal,liberal,adjective,,4831,щедрый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sujo,sujo,adjective,,4959,грязный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-quarenta,quarenta,adjective,,5039,сорок,kaikki_pt_ru_adjadv_seed
kaikki-adjective-artístico,artístico,adjective,,5062,художественный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-mágico,mágico,adjective,,5116,волшебный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-aliado,aliado,adjective,,5163,союзный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-lento,lento,adjective,,5318,медленно,kaikki_pt_ru_adjadv_seed
kaikki-adjective-cinza,cinza,adjective,,5392,серый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-concreto,concreto,adjective,,5507,конкретный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-mexicano,mexicano,adjective,,5552,мексиканский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-cerebral,cerebral,adjective,,5607,мозговой,kaikki_pt_ru_adjadv_seed
kaikki-adjective-escondido,escondido,adjective,,5629,скрытый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-cinquenta,cinquenta,adjective,,5716,пятьдесят,kaikki_pt_ru_adjadv_seed
kaikki-adjective-atrasado,atrasado,adjective,,5820,отсталый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-integrado,integrado,adjective,,5861,встроенный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-olímpico,olímpico,adjective,,5873,олимпийский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-satisfeito,satisfeito,adjective,,5890,удовлетворённый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-bruto,bruto,adjective,,5918,шумливый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-paralelo,paralelo,adjective,,5977,параллельный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-artificial,artificial,adjective,,6030,искусственный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-acre,acre,adjective,,6136,кислый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-convencional,convencional,adjective,,6160,условный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-elétrico,elétrico,adjective,,6172,электрический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-lógico,lógico,adjective,,6208,логический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sincero,sincero,adjective,,6238,искренний,kaikki_pt_ru_adjadv_seed
kaikki-adjective-extraordinário,extraordinário,adjective,,6295,чрезвычайный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-divino,divino,adjective,,6411,божественный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-externo,externo,adjective,,6420,наружный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-psicológico,psicológico,adjective,,6574,психологический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-posterior,posterior,adjective,,6688,задний,kaikki_pt_ru_adjadv_seed
kaikki-adjective-semanal,semanal,adjective,,6706,еженедельный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-invisível,invisível,adjective,,6775,невидимый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-tropical,tropical,adjective,,6819,тропический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-procurado,procurado,adjective,,6927,разы́скиваемый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-aplicado,aplicado,adjective,,6973,прикладной,kaikki_pt_ru_adjadv_seed
kaikki-adjective-esportivo,esportivo,adjective,,7279,спортивный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-funeral,funeral,adjective,,7414,похоронный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-gentil,gentil,adjective,,7415,любезный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-isolado,isolado,adjective,,7428,единичный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-islâmico,islâmico,adjective,,7536,исламский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-anal,anal,adjective,,7592,анальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-atraente,atraente,adjective,,7597,привлекательный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-decente,decente,adjective,,7621,приличный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-salgado,salgado,adjective,,7693,солёный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sessenta,sessenta,adjective,,7696,шестьдесят,kaikki_pt_ru_adjadv_seed
kaikki-adjective-singular,singular,adjective,,7697,единственный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-honesto,honesto,adjective,,7781,честный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-esperto,esperto,adjective,,7905,далёкий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-noturno,noturno,adjective,,7955,ночной,kaikki_pt_ru_adjadv_seed
kaikki-adjective-crucial,crucial,adjective,,8028,решающий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-alternativo,alternativo,adjective,,8142,альтернативный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-anônimo,anônimo,adjective,,8147,анонимный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-automático,automático,adjective,,8152,автоматический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-brutal,brutal,adjective,,8158,брутальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-marrom,marrom,adjective,,8223,коричневый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-temporal,temporal,adjective,,8268,погодный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-vulnerável,vulnerável,adjective,,8279,ранимый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-legítimo,legítimo,adjective,,8355,законный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sábio,sábio,adjective,,8398,осмотрительный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-químico,químico,adjective,,8528,химический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-setenta,setenta,adjective,,8540,семьдесят,kaikki_pt_ru_adjadv_seed
kaikki-adjective-solitário,solitário,adjective,,8542,одиночный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-racional,racional,adjective,,8808,рациональный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-aposentado,aposentado,adjective,,8849,отставной,kaikki_pt_ru_adjadv_seed
kaikki-adjective-variável,variável,adjective,,8981,изменяемый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-informal,informal,adjective,,9701,неформальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-aceitável,aceitável,adjective,,9786,приемлемый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-cardeal,cardeal,adjective,,9969,основной,kaikki_pt_ru_adjadv_seed
kaikki-adjective-noventa,noventa,adjective,,10055,девяносто,kaikki_pt_ru_adjadv_seed
kaikki-adjective-portátil,portátil,adjective,,10066,переносной,kaikki_pt_ru_adjadv_seed
kaikki-adjective-zoológico,zoológico,adjective,,10111,зоопарк,kaikki_pt_ru_adjadv_seed
kaikki-adjective-delgado,delgado,adjective,,10167,худой,kaikki_pt_ru_adjadv_seed
kaikki-adjective-medieval,medieval,adjective,,10210,средневеко́вый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-muscular,muscular,adjective,,10404,мышечный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-qualificado,qualificado,adjective,,10428,квалифици́рованный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-acelerado,acelerado,adjective,,10635,ускоренный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-rígido,rígido,adjective,,10786,твёрдый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-dramático,dramático,adjective,,10881,драмати́ческий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-ignorante,ignorante,adjective,,10905,тёмный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-neutro,neutro,adjective,,10933,нейтральный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-idoso,idoso,adjective,,11083,престарелый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-plural,plural,adjective,,11127,множественный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-detalhado,detalhado,adjective,,11250,подробный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-intermediário,intermediário,adjective,,11290,промежу́точный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-mediterrâneo,mediterrâneo,adjective,,11306,средиземноморский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sutil,sutil,adjective,,11356,тонкий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-sérvio,sérvio,adjective,,11357,сербский,kaikki_pt_ru_adjadv_seed
kaikki-adjective-teatral,teatral,adjective,,11360,театральный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-autônomo,autônomo,adjective,,11397,автономный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-desportivo,desportivo,adjective,,11435,спортивный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-simbólico,simbólico,adjective,,11547,символический,kaikki_pt_ru_adjadv_seed
kaikki-adjective-amargo,amargo,adjective,,11579,кислый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-deficiente,deficiente,adjective,,11611,инвалид,kaikki_pt_ru_adjadv_seed
kaikki-adjective-interativo,interativo,adjective,,11655,интеракти́вный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-proporcional,proporcional,adjective,,11715,пропорциона́льный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-talentoso,talentoso,adjective,,11749,талантливый,kaikki_pt_ru_adjadv_seed
kaikki-adjective-verbal,verbal,adjective,,11765,вербальный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-autêntico,autêntico,adjective,,11805,верный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-generoso,generoso,adjective,,11887,широкий,kaikki_pt_ru_adjadv_seed
kaikki-adjective-imortal,imortal,adjective,,11892,бессмертный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-primordial,primordial,adjective,,11939,первобытный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-insuficiente,insuficiente,adjective,,12087,недоста́точный,kaikki_pt_ru_adjadv_seed
kaikki-adjective-letal,letal,adjective,,12094,летально,kaikki_pt_ru_adjadv_seed
kaikki-adverb-bem,bem,adverb,,54,так,kaikki_pt_ru_adjadv_seed
kaikki-adverb-mesmo,mesmo,adverb,,56,аж,kaikki_pt_ru_adjadv_seed
kaikki-adverb-aqui,aqui,adverb,,63,тут,kaikki_pt_ru_adjadv_seed
kaikki-adverb-agora,agora,adverb,,70,сейчас,kaikki_pt_ru_adjadv_seed
kaikki-adverb-onde,onde,adverb,,78,где,kaikki_pt_ru_adjadv_seed
kaikki-adverb-sempre,sempre,adverb,,98,всегда,kaikki_pt_ru_adjadv_seed
kaikki-adverb-apenas,apenas,adverb,,104,лишь,kaikki_pt_ru_adjadv_seed
kaikki-adverb-nunca,nunca,adverb,,110,никогда,kaikki_pt_ru_adjadv_seed
kaikki-adverb-antes,antes,adverb,,151,впереди,kaikki_pt_ru_adjadv_seed
kaikki-adverb-quanto,quanto,adverb,,216,сколько,kaikki_pt_ru_adjadv_seed
kaikki-adverb-através,através,adverb,,237,сквозь,kaikki_pt_ru_adjadv_seed
kaikki-adverb-quase,quase,adverb,,241,почти,kaikki_pt_ru_adjadv_seed
kaikki-adverb-atrás,atrás,adverb,,441,назад,kaikki_pt_ru_adjadv_seed
kaikki-adverb-talvez,talvez,adverb,,455,возможно,kaikki_pt_ru_adjadv_seed
kaikki-adverb-ontem,ontem,adverb,,525,вчера,kaikki_pt_ru_adjadv_seed
kaikki-adverb-amanhã,amanhã,adverb,,548,завтра,kaikki_pt_ru_adjadv_seed
kaikki-adverb-longe,longe,adverb,,689,далеко,kaikki_pt_ru_adjadv_seed
kaikki-adverb-enfim,enfim,adverb,,1882,наконец,kaikki_pt_ru_adjadv_seed
kaikki-adverb-devagar,devagar,adverb,,5520,медленно,kaikki_pt_ru_adjadv_seed
kaikki-adverb-outrora,outrora,adverb,,10224,прежде,kaikki_pt_ru_adjadv_seed
